original_id,validator_id,prompt,sentence,choice_a,choice_b,pattern,based_on,original_key,original_explanation,validator_answer,validator_explanation,annotators_agree,notes,from_exp2
jbo_61,111,"Consider the English sentence ""This paint doesn't match the wall, and neither is the wall dirty.""
Which of the following is a better translation of this sentence into standard Lojban?

(A) na ku zo'u ti noi cinta cu mapti lo bitmu .i je lo bitmu cu toljinsa
(B) na ku zo'u ti noi cinta cu mapti lo bitmu .i ja lo bitmu cu toljinsa

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:","This paint doesn't match the wall, and neither is the wall dirty.",na ku zo'u ti noi cinta cu mapti lo bitmu .i je lo bitmu cu toljinsa,na ku zo'u ti noi cinta cu mapti lo bitmu .i ja lo bitmu cu toljinsa,7,,B,"The ""na ku zo'u"" prenex negates the following connected sentences as a whole, not each branch separately, so to translate the English sentence, the inner connective must be ""ja"" (or), as in B. A, by De Morgan's law, can be translated as ""the paint doesn't match the wall, or the wall isn't dirty"".",B,"This is an application of De Morgan's laws: ""not A and not B"" is the same as ""not (A or B)"".

(A) incorrectly translates the English sentence using "".i je"" ""(""and""), yielding ""not (A and B)"", which is not equivalent to the English sentence.

(B) uses "".i ja"" (""or""), which gives the right meaning.",1,,0
jbo_62,29,"Consider the English sentence ""The tree is across the fence.""
Which of the following is a better translation of this sentence into standard Lojban?

(A) lo tricu cu zvati lo ragve be lo garbi'u
(B) lo tricu cu zvati ze'o lo garbi'u

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:",The tree is across the fence.,lo tricu cu zvati lo ragve be lo garbi'u,lo tricu cu zvati ze'o lo garbi'u,7,,A,"zvati takes the location of the subject as an argument, as in A. Prepositional phrases, like ""ze'o lo garbi'u"" in B, are not arguments, even though they behave similarly by virtue of being terms. B is understandable but not strictly correct.",A,"Both sentences work, but (A) is simpler because it doesn't involve an unnecessary spatial tense ""ze'o"", which is the tense version of the predicate ""ragve"".

An even simpler way would be ""lo tricu cu ragve lo garbi'u"". The use of ""zvati"" is redundant.",1,,0
jbo_63,123,"Consider the English sentence ""As you saw, a snake bit me.""
Which of the following is a better translation of this sentence into standard Lojban?

(A) za'a do su'o since mi batci
(B) ga'a do su'o since mi batci

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:","As you saw, a snake bit me.",za'a do su'o since mi batci,ga'a do su'o since mi batci,1,,B,"za'a in A is a free modifier that takes no argument; it always means that the speaker observed the event. The arguments of ""batci"" in A are also in the wrong places because of this. ""ga'a do"", as in B, is a proper translation of ""as you saw"" using the preposition ""ga'a"".",B,[Agreed with presented explanation],1,,1
jbo_64,104,"Consider the English sentence ""Everybody here is sick.""
Which of the following is a better translation of this sentence into standard Lojban?

(A) ro da pe bu'u ti bilma
(B) ro da bu'u ti bilma

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:",Everybody here is sick.,ro da pe bu'u ti bilma,ro da bu'u ti bilma,6,,A,"B, depending on context, could mean either that everyone is here and sick, or that everyone is sick when they are here. This is because the quantifier ""ro"" scopes over the prepositional phrase ""bu'u ti"", which is a separate term here. (The former could be specified using a tense marker such as ""ca"", the latter by rewording the sentence to reify the two events of being here and being sick.) In A, ""bu'u ti"" is made to restrict the quantified variable using ""pe"", giving the intended meaning. The English ""everybody here"" has essentially the same structure as ""ro da pe bu'u ti"" except that there is no overt relativiser.",A,"This is a claim about ""everybody [who is] here"", which is exactly what ""ro da pe bu'u ti"" expresses.

(B) on the other hand claims that ""everybody is sick here"", i.e. ""For every X, X is such that X is sick and the event of X being sick is located here."" This is not the correct meaning.",1,,0
jbo_65,101,"Consider the English sentence ""The chairs are wet now because we didn't take them in before it started to rain.""
Which of the following is a better translation of this sentence into standard Lojban?

(A) lo stizu ca cilmo .i ki'u tu'e mi'a ru na nergau .i pu bo co'a carvi
(B) lo stizu ca cilmo .i ki'u tu'e co'a carvi .i pu bo mi'a ru na nergau

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:",The chairs are wet now because we didn't take them in before it started to rain.,lo stizu ca cilmo .i ki'u tu'e mi'a ru na nergau .i pu bo co'a carvi,lo stizu ca cilmo .i ki'u tu'e co'a carvi .i pu bo mi'a ru na nergau,7,,B,"The behaviour of prepositions as sentence connectives is inconsistent between non-tense prepositions (class BAI) and tense prepositions (other classes, e.g. PU). With the former, the first sentence is taken as the sentence in which the preposition appears, and the second as the preposition's overt argument, while with the latter, the roles are reversed. With this in mind, B can be reworded as ""lo stizu cu cilmo be ca ku ki'u lo nu pu lo nu co'a carvi kei mi'a ru na nergau"", which matches the English sentence.",B,"""mi'a ru na nergau .i pu bo co'a carvi"" means ""We didn't take them inside. Before that, it started to rain.""

""co'a carvi .i pu bo mi'a ru na nergau"" means ""It started to rain. Before that, we didn't take them inside.""",1,,0
jbo_66,14,"Consider the English sentence ""The one I drank was too bitter.""
Which of the following is a better translation of this sentence into standard Lojban?

(A) lo se pinxe be mi cu kurkydu'e
(B) lo se pinxe pe mi kurkydu'e

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:",The one I drank was too bitter.,lo se pinxe be mi cu kurkydu'e,lo se pinxe pe mi kurkydu'e,7,,A,"be curries an argument into a predicate (by default, into its second place), while ""pe"" only states that the argument after it is related in some way to the head argument. So, ""lo se pinxe be mi"" in A translates ""the one I drank"" faithfully, while ""lo se pinxe pe mi"" could also refer to e.g. something that I made but others drank.",A,"""lo se pinxe be mi"" means ""that which I drank"", while ""lo se pinxe pe mi"" means ""my beverage"", which could in some contexts refer to something that someone else drank. Only (A) explicitly states that the speaker drank the beverage and is therefore a better translation.",1,,0
jbo_67,95,"Consider the English sentence ""One plus two times three is seven.""
Which of the following is a better translation of this sentence into standard Lojban?

(A) li pa su'i re pi'i ci du li ze
(B) li pa su'i vei re pi'i ci du li ze

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:",One plus two times three is seven.,li pa su'i re pi'i ci du li ze,li pa su'i vei re pi'i ci du li ze,4,,B,"Lojban does not use the standard grouping rules of mathematical notation. Officially, sequences of operators without explicit grouping, such as in A, are ambiguous; in practice, they are left-grouping like many other constructs in the language, so A would be understood as ""(1 + 2) * 3 = 7"". B, with the explicit left bracket ""vei"", matches the expected ""1 + (2 * 3) = 7"".",B,"By default, there is no such thing as operator precedence in Lojban. Instead, mathematical expressions are evaluated from left to right (left grouping), and where a different precedence is intended, brackets or the word ""bo"" can be used.

(A) means ""(1 + 2) * 3 = 7"", which is wrong.

(B) means ""1 + (2 * 3) = 7"", which is correct.",1,,0
jbo_68,91,"Consider the English sentence ""Walter is to Xenia what Yannick is to Zorro.""
Which of the following is a better translation of this sentence into standard Lojban?

(A) la .ualter. la .kseni'as. cu ckini lo te ckini be la .zoros. bei la .ianik.
(B) la .ualter. la .kseni'as. cu ckini lo te ckini be la .ianik. bei la .zoros.

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:",Walter is to Xenia what Yannick is to Zorro.,la .ualter. la .kseni'as. cu ckini lo te ckini be la .zoros. bei la .ianik.,la .ualter. la .kseni'as. cu ckini lo te ckini be la .ianik. bei la .zoros.,2,,A,"In standard Lojban, ""te"" swaps the predicate's first and third argument places, as in A. The behaviour shown in B of only fronting the third place is non-standard.",A,"The place structure of ""ckini"" is ""x1 is related to x2 by relation x3"".
The prefix ""te"" swaps the first and third argument slots, but the second argument place remains in the same place. 
To get the right meaning, ""la .ianik."" (""Yannick"") needs to end up in in the original x1 place, which is now the x3 place, so ""lo te ckini be la .zoros. bei la .ianik."" is the correct order.",1,,0
jbo_69,44,"Consider the English sentence ""You don't seem to be very healthy.""
Which of the following is a better translation of this sentence into standard Lojban?

(A) do na simlu lo ka kanro mutce
(B) do simlu lo ka na'e kanro

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:",You don't seem to be very healthy.,do na simlu lo ka kanro mutce,do simlu lo ka na'e kanro,7,,B,"The idiom of negating an outer sentence to express negation of a subsentence is rarer in Lojban than in English (being restricted basically to verbs of liking and wanting, and some speakers see even those cases as incorrect). B, with the negation directly in the subsentence, is a correct translation.",B,"This sentence is an example of Neg-raising, which is a phenomenon that is common in English but which does not exist in Lojban (although many Lojbanists make this mistake by following their L1 intuition). In Lojban, the negation is always interpreted where it appears. Since the intended meaning is ""You seem to be not very healthy"", the negation must appear in the subordinate clause as in (B). (A) means ""It is not the case that: you seem very healthy"".",1,,0
jbo_70,79,"Consider the English sentence ""Do you want them to sing that song again?""
Which of the following is a better translation of this sentence into standard Lojban?

(A) .au pei ra za'u re'u sanga lo me ru .elsa
(B) .au pei ra za'u roi sanga lo me ru .elsa

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:",Do you want them to sing that song again?,.au pei ra za'u re'u sanga lo me ru .elsa,.au pei ra za'u roi sanga lo me ru .elsa,7,,A,"re'u, as in A, refers to a single instance of the event: ""for the more-than-first time"", which could be translated as ""again"". ""roi"", as in B, refers to all instances together: ""more than once"".",A,"""za'u re'u"" means ""again"", while ""za'u roi"" means ""more than once"".",1,,0
jbo_71,124,"Consider the English sentence ""They could still smell the nail polish.""
Which of the following is a better translation of this sentence into standard Lojban?

(A) ra pu za'o sumne lo jgalu spali
(B) ra pu za'o sumne lo jgalu jadni

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:",They could still smell the nail polish.,ra pu za'o sumne lo jgalu spali,ra pu za'o sumne lo jgalu jadni,1,,B,"To date, there is no single Lojban word for ""polish"" in the sense of ""nail polish"". ""lo jgalu spali"", as in A, means a person who polishes nails, or polishes using nails. ""jadni"" in B is acceptable, though imprecise.",B,[Agreed with presented explanation],1,,1
jbo_72,69,"Consider the English sentence ""Are there many people who live in Greece and work in Bulgaria?""
Which of the following is a better translation of this sentence into standard Lojban?

(A) xu so'i mei fa lo xabju be lo xelso ku je jibgu'a be bu'u lo bolgaro
(B) xu so'i mei fa lo xabju be lo xelso je jibgu'a be bu'u lo bolgaro

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:",Are there many people who live in Greece and work in Bulgaria?,xu so'i mei fa lo xabju be lo xelso ku je jibgu'a be bu'u lo bolgaro,xu so'i mei fa lo xabju be lo xelso je jibgu'a be bu'u lo bolgaro,4,,A,"In A, ""je"" connects the two predicates ""xabju be lo xelso ku"" and ""jibgu'a be bu'u lo bolgaro"", as in the English sentence. In B, the terminator ""ku"" is missing, so ""je"" attaches to the predicate within the innermost argument, ""xelso"": ""xabju be lo [xelso je jibgu'a be lo bolgaro]"", which is nonsense (""living in Greeks who live in Bulgaria"").",A,"We want to connect ""living in Greece"" and ""work in Bulgaria"". 

In (A), this is done as ""[xabju be lo xelso ku] je [jibgu'a be bu'u lo bolgaro]"".

In (B), the missing ""ku"" causes the structure to turn into ""xabju be lo [xelso] je [jibgu'a be bu'u lo bolgaro]]"", which means ""living in that which is [Greece and working in Bulgaria]"", i.e. living inside a worker.",1,,0
jbo_74,1,"Consider the English sentence ""Your nephew writes so cutely.""
Which of the following is a better translation of this sentence into standard Lojban?

(A) iumle sai fa lo nu lo se famti be do cu ciska
(B) iumle sai fa lo nu lo famti be do cu ciska

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:",Your nephew writes so cutely.,iumle sai fa lo nu lo se famti be do cu ciska,iumle sai fa lo nu lo famti be do cu ciska,3,,A,"Lojban uses a single word, ""famti"", for the aunt/uncle - nephew/niece relation. The first place is the aunt/uncle and the second place is the nephew/niece, as in A.",A,"""lo famti be do"" means ""your uncle/aunt"", while ""lo se famti be do"" means ""one who has you as an uncle/aunt"", i.e. ""your nephew/niece"".",1,,0
jbo_75,19,"Consider the English sentence ""The Board decided to dismiss the proposal.""
Which of the following is a better translation of this sentence into standard Lojban?

(A) lo tanbo cu zu'ejdi lo ka fitytoltu'i lo se stidi
(B) la tanbo cu zu'ejdi lo ka fitytoltu'i lo se stidi

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:",The Board decided to dismiss the proposal.,lo tanbo cu zu'ejdi lo ka fitytoltu'i lo se stidi,la tanbo cu zu'ejdi lo ka fitytoltu'i lo se stidi,5,,B,"lo tanbo in A refers to a tough, flat object, not to a group of people. ""la tanbo"" in B uses ""tanbo"" as a name, and it is much more common to use names metaphorically than other words.",B,"As ""The Board"" isn't a literal wooden board, ""lo tanbo"" (""the board/plank"") cannot be used to refer to it. Instead, the name article ""la"" has to be used as in (B).

(""la tanbo"" is sometimes used jokingly to mean ""The Board"", but a better translation would be ""lo kamni"" (""the committee"").)",1,"Annotator 2 had made a typo in original version, fixed in this version",0
jbo_76,31,"Consider the English sentence ""The trumpet is tired, could you make her some coffee?""
Which of the following is a better translation of this sentence into standard Lojban?

(A) tatpi fa lo zgipli be lo tabra .i .e'o do su'o ckafi se va'u ra jukpa
(B) tatpi fa lo se zgipli be lo tabra .i .e'o do su'o ckafi se va'u ra jukpa

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:","The trumpet is tired, could you make her some coffee?",tatpi fa lo zgipli be lo tabra .i .e'o do su'o ckafi se va'u ra jukpa,tatpi fa lo se zgipli be lo tabra .i .e'o do su'o ckafi se va'u ra jukpa,3,,A,"zgipli means to play (an instrument), not to be played. ""lo se zgipli be lo tabra"" in B has the nonsensical meaning, ""the instrument that is being played by the trumpet"", while A matches the English sentence.",A,"""lo zgipli be lo tabra"" is ""the player of the trumpet"".

""lo se zgipli be lo tabra"" is ""the instrument played BY the trumpet"" (played by the instrument itself).",1,,0
jbo_77,50,"Consider the English sentence ""The cook's name is Robert.""
Which of the following is a better translation of this sentence into standard Lojban?

(A) cmene lo jukpa fa la .robert.
(B) cmene lo jukpa fa zo .robert.

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:",The cook's name is Robert.,cmene lo jukpa fa la .robert.,cmene lo jukpa fa zo .robert.,5,,B,"When talking about a name as opposed to who or what it represents, it should be quoted with ""zo"" as in B. ""la .robert."" refers to the person, not the name.",B,"""la .robert."" is someone called ""Robert"". ""zo .robert."" is the word ""robert"".

The cook's name is the word ""robert"", therefore ""zo .robert"" should be used.
(A) claims that the cook's name is NAMED ""Robert"", but it does not say what the cook's name IS.",1,,0
jbo_78,78,"Consider the English sentence ""Are you twins?""
Which of the following is a better translation of this sentence into standard Lojban?

(A) xu lo re do tarbykansi'u
(B) xu lo re do tarbykansa

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:",Are you twins?,xu lo re do tarbykansi'u,xu lo re do tarbykansa,1,,A,"tarbykansa has two arguments: ""x1 is a twin of x2""; ""tarbykansi'u"" has one: ""x1 are twins"". A is a faithful translation, while B weakly implies that they would be triplets with someone else left unmentioned.",A,"The place structure of ""tarbykansi'u"" is ""x1 (plural) are twins (of each other)"".

The place structure of ""tarbykansa"" is ""x1 is a twin of x2"".

Thus, (B) would mean ""Are the two of you twins of someone?"", which is not the intended meaning.",1,,0
jbo_79,3,"Consider the English sentence ""I didn't give anything to anyone.""
Which of the following is a better translation of this sentence into standard Lojban?

(A) mi no da no de pu dunda
(B) mi no da su'o de pu dunda

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:",I didn't give anything to anyone.,mi no da no de pu dunda,mi no da su'o de pu dunda,6,,B,"Multiple negations are always treated literally. A could be translated as, ""I gave everything to someone"".",B,"The English sentence contains three relevant bits: negation and two existential quantifiers ""some"". Both (A) and (B) contract the negation and the first ""some"" into the quantifier ""no"", which is a valid step (""not anything"" is the same as ""nothing""). However, (A) turns the second ""some"" into ""no"" as well, which changes the meaning of the sentence into ""I gave nothing to nobody"", which is equivalent to ""There isn't anything that I didn't give to anybody"", meaning ""Everything is such that I gave it to at least one person"".
(B) uses the correct quantifiers.",1,,0
jbo_80,23,"Consider the English sentence ""Do you have some wine glasses?""
Which of the following is a better translation of this sentence into standard Lojban?

(A) xu do ralte su'o kabri vanju
(B) xu do ralte su'o vanju kabri

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:",Do you have some wine glasses?,xu do ralte su'o kabri vanju,xu do ralte su'o vanju kabri,2,2,B,"Compounds are head-final, i.e. modifier before modificand, unless inverted by ""co"". As such, ""su'o kabri vanju"" in A means ""some glass wines"", not ""some wine glasses"".",B,"""kabri vanju"" means ""glass wine"", while ""vanju kabri"" means ""wine glass"".",1,,0
jbo_81,110,"Consider the English sentence ""The copper wire is one metre long.""
Which of the following is a better translation of this sentence into standard Lojban?

(A) lo tunka skori cu mitre li pa
(B) lo skori tunka cu mitre li pa

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:",The copper wire is one metre long.,lo tunka skori cu mitre li pa,lo skori tunka cu mitre li pa,2,2,A,"Compounds are head-final, i.e. modifier before modificand, unless inverted by ""co"". As such, ""lo tunka skori"" in A means ""the copper wire"", while ""lo skori tunka"" in B could refer to e.g. copper not yet made into a wire.",A,"""tunka skori"" means ""copper wire"", while ""skori tunka"" means ""wire copper"".",1,,0
jbo_82,59,"Consider the English sentence ""Have you worked at a store?""
Which of the following is a better translation of this sentence into standard Lojban?

(A) xu do pu'i jibgu'a zarci
(B) xu do pu'i zarci jibgu'a

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:",Have you worked at a store?,xu do pu'i jibgu'a zarci,xu do pu'i zarci jibgu'a,2,2,B,"Compounds are head-final, i.e. modifier before modificand, unless inverted by ""co"". As such, ""jibgu'a zarci"" in A means ""be a working store"", not ""work at a store"".",B,"The tanru ""jibgu'a zarci"" means ""work-market"", while the tanru ""zarci jibgu'a"" means ""market-work"". Since the question is about a kind of work, and not a kind of market, the latter tanru is the correct one.",1,,0
jbo_83,4,"Consider the English sentence ""The waiter came from the left door.""
Which of the following is a better translation of this sentence into standard Lojban?

(A) lo djabei cu klama fi lo zunle vorme
(B) lo djabei cu klama lo zunle vorme

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:",The waiter came from the left door.,lo djabei cu klama fi lo zunle vorme,lo djabei cu klama lo zunle vorme,3,3,A,"klama takes the origin as its third argument. The second argument is omitted, so the third must be marked with ""fi"", as in A.",A,"The place structure of ""klama"" is ""x1 goes to x2 from x3 via x4 using x5"".

(B) puts ""lo zunle vorme"" (""the left door"") into the second argument slot, the destination, yielding ""The waiter goes/comes to the left door"".

(A) uses the place tag ""fi"" to correctly place the argument in the third argument slot, indicating that ""the left door"" is the origin.",1,,0
jbo_84,34,"Consider the English sentence ""The child is talking about dogs.""
Which of the following is a better translation of this sentence into standard Lojban?

(A) lo verba cu tavla lo'e gerku
(B) lo verba cu tavla fi lo'e gerku

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:",The child is talking about dogs.,lo verba cu tavla lo'e gerku,lo verba cu tavla fi lo'e gerku,3,3,B,"tavla takes the topic as its third argument. The second argument is omitted, so the third must be marked with ""fi"", as in B.",B,"The place structure of ""tavla"" is ""x1 talks to x2 about x3 in language x4"".

To place ""lo'e gerku"" (""dogs"") in the third argument place, the place tag ""fi"" must be used like in (B), otherwise you get (A) ""The child is talking to dogs"".",1,,0
jbo_85,113,"Consider the English sentence ""Some tomatoes fell from the table.""
Which of the following is a better translation of this sentence into standard Lojban?

(A) su'o tamca cu farlu fi lo jubme
(B) su'o tamca cu farlu lo jubme

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:",Some tomatoes fell from the table.,su'o tamca cu farlu fi lo jubme,su'o tamca cu farlu lo jubme,3,3,A,"farlu takes the origin as its third argument. The second argument is omitted, so the third must be marked with ""fi"", as in A.",A,"The place structure of ""farlu"" is ""x1 falls to x2 from x3"".

""lo jubme"" (""the table"") belongs in the third argument place. The place marker ""fi"" marks an argument as going into the third argument place, as in (A).

In (B), ""lo jubme"" is in the second argument place, yielding ""Some tomatoes fell onto the table.""",1,,0
jbo_86,63,"Consider the English sentence ""She got the ball with a red spot from the basement.""
Which of the following is a better translation of this sentence into standard Lojban?

(A) ra cpacu lo bolci poi barna fa su'o xunre ku lo lolnitku'a
(B) ra cpacu lo bolci poi barna fa su'o xunre ku'o lo lolnitku'a

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:",She got the ball with a red spot from the basement.,ra cpacu lo bolci poi barna fa su'o xunre ku lo lolnitku'a,ra cpacu lo bolci poi barna fa su'o xunre ku'o lo lolnitku'a,4,4,B,"In A, ""ku"" closes only the argument ""su'o xunre ku"", so ""lo lolnitku'a"" falls within the relative clause started by ""poi"", resulting in a nonsensical meaning. The relative clause must be closed with ""ku'o"" for ""lo lolnitku'a"" to count as part of the top-level sentence.",B,"The relative clause needs to be closed to prevent ""lo lolnitku'a"" (""the basement"") from being absorbed into it. The relative clause terminator ""ku'o"" does this in (B). ""ku"" alone is not sufficient as it only terminates the determiner phrase ""su'o xunre"" (""something red"").",1,,0
jbo_87,41,"Consider the English sentence ""I'll label the three-paragraph story as ""too short"".""
Which of the following is a better translation of this sentence into standard Lojban?

(A) .ai mi seltcitygau lo lisri poi se pagbu ci jufmei ku'o zo tordydu'e
(B) .ai mi seltcitygau lo lisri poi se pagbu ci jufmei ku zo tordydu'e

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:","I'll label the three-paragraph story as ""too short"".",.ai mi seltcitygau lo lisri poi se pagbu ci jufmei ku'o zo tordydu'e,.ai mi seltcitygau lo lisri poi se pagbu ci jufmei ku zo tordydu'e,4,4,A,"In B, ""ku"" closes only the argument ""ci jufmei ku"", so ""zo tordydu'e"" falls within the relative clause started by ""poi"", resulting in a nonsensical meaning. The relative clause must be closed with ""ku'o"" for ""zo tordydu'e"" to count as part of the top-level sentence.",A,"In order for ""zo tordydu'e"" (""too short"") to be outside of the relative clause ""poi se pagbu ci jufmei"" (""which has three paragraphs""), the relative clause has to be terminated with ""ku'o"". The terminator ""ku"" is not enough to close the relative clause, because it only terminates the phrase ""ci jufmei"".",1,,0
jbo_88,71,"Consider the English sentence ""You're taller than the cupboard with the apples.""
Which of the following is a better translation of this sentence into standard Lojban?

(A) do zmadu lo kajnyta'e poi se nenri lo plise ku lo ka rajycla
(B) do zmadu lo kajnyta'e poi se nenri lo plise ku'o lo ka rajycla

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:",You're taller than the cupboard with the apples.,do zmadu lo kajnyta'e poi se nenri lo plise ku lo ka rajycla,do zmadu lo kajnyta'e poi se nenri lo plise ku'o lo ka rajycla,4,4,B,"In A, ""ku"" closes only the argument ""lo plise ku"", so ""lo ka rajycla"" falls within the relative clause started by ""poi"", resulting in a nonsensical meaning. The relative clause must be closed with ""ku'o"" for ""lo ka rajycla"" to count as part of the top-level sentence.",B,"The relative clause needs to be closed to prevent ""lo ka rajycla"" (""tallness"") from being absorbed into it. The relative clause terminator ""ku'o"" does this in (B). ""ku"" alone is not sufficient as it only terminates the determiner phrase ""lo plise"" (""the apple"").",1,,0
jbo_89,98,"Consider the English sentence ""The cat waited on the fence and then on the roof.""
Which of the following is a better translation of this sentence into standard Lojban?

(A) lo mlatu re'o lo garbi'u .e ba bo lo drudi cu denpa
(B) lo mlatu re'o lo garbi'u je ba bo drudi cu denpa

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:",The cat waited on the fence and then on the roof.,lo mlatu re'o lo garbi'u .e ba bo lo drudi cu denpa,lo mlatu re'o lo garbi'u je ba bo drudi cu denpa,5,5,A,"Connecting on predicate level with ""je"" within an argument, as in B, results in an argument that satisfies all of the predicates at once (in this case, something that is first a fence and subsequently a roof). The English is better translated by connecting separate arguments, as in A.",A,"The connective ""je"" (""and"") joins predicates, while the connective "".e"" (""and"") joins arguments.

""lo garbi'u .e ba bo lo drudi"" (A) means ""the fence and then the roof"", i.e. it talks about two separate things.

""lo garbi'u je ba bo drudi"" (B) means ""that which [is a fence and then is a roof]"", i.e. it talks about a single thing which is first a fence and then a roof.",1,,0
jbo_90,65,"Consider the English sentence ""This bed is made of wood and plastic.""
Which of the following is a better translation of this sentence into standard Lojban?

(A) lo me ti ckana lo'e mudri je slasi cu marji
(B) lo me ti ckana lo'e mudri .e lo'e slasi cu marji

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:",This bed is made of wood and plastic.,lo me ti ckana lo'e mudri je slasi cu marji,lo me ti ckana lo'e mudri .e lo'e slasi cu marji,5,5,B,"Connecting on predicate level with ""je"" within an argument, as in A, results in an argument that satisfies all of the predicates at once (in this case, something that is simultaneously wood and plastic). The English is better translated by connecting separate arguments, as in B.",B,"The connective ""je"" (""and"") joins predicates, while the connective "".e"" (""and"") joins arguments.

""lo'e mudri je slasi"" (A) refers to something that is wood and plastic at once.

""lo'e mudri .e lo'e slasi"" (B) refers separately to wood and to plastic.",1,,0
jbo_91,35,"Consider the English sentence ""I dislike both salt and pepper.""
Which of the following is a better translation of this sentence into standard Lojban?

(A) mi lo'e silna .e lo'e pelpeli cu to'e nelci
(B) mi lo'e silna je pelpeli cu to'e nelci

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:",I dislike both salt and pepper.,mi lo'e silna .e lo'e pelpeli cu to'e nelci,mi lo'e silna je pelpeli cu to'e nelci,5,5,A,"Connecting on predicate level with ""je"" within an argument, as in B, results in an argument that satisfies all of the predicates at once (in this case, something that is simultaneously salt and pepper). The English is better translated by connecting separate arguments, as in A.",A,"""lo'e silna .e lo'e pelpeli"" means ""that which is salt, and that which is pepper"".

""lo'e silna je pelpeli"" means ""that which is (both) salt and pepper"", which is nonsense.",1,,0
jbo_92,90,"Consider the English sentence ""The teacher put a pencil on every desk.""
Which of the following is a better translation of this sentence into standard Lojban?

(A) lo ctuca cu punji fe su'o pinsi fi ro ci'ajbu
(B) lo ctuca cu punji fi ro ci'ajbu fe su'o pinsi

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:",The teacher put a pencil on every desk.,lo ctuca cu punji fe su'o pinsi fi ro ci'ajbu,lo ctuca cu punji fi ro ci'ajbu fe su'o pinsi,6,6,B,"With the existential quantifier ""su'o"" before the universal quantifier ""ro"", A means that the same pencil was put on every desk. Reversing the quantifiers, as in B, gives the intended meaning.",B,"To get the desired meaning, the universal quantifier ""ro"" has to precede the existential quantifier ""su'o"".

Otherwise you get the meaning in (A): ""There is a pencil that the teacher put on every desk"".",1,,0
jbo_93,13,"Consider the English sentence ""Has anybody visited every country?""
Which of the following is a better translation of this sentence into standard Lojban?

(A) xu su'o da ro gugde pu'i stuvi'e
(B) xu ro gugde su'o da pu'i se stuvi'e

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:",Has anybody visited every country?,xu su'o da ro gugde pu'i stuvi'e,xu ro gugde su'o da pu'i se stuvi'e,6,6,A,"With the universal quantifier ""ro"" before the existential quantifier ""su'o"", B means ""has every country been visited by at least one person?"". Reversing the quantifiers, as in A, gives the intended meaning.",A,"The English sentence contains an existential quantifier followed by a universal quantifier. The relative order of the quantifiers must be retained in the Lojban or else the meaning changes.

(A) keeps the quantifiers in the right order: ""su'o"" is the existential, ""ro"" the universal quantifier.
(B) swaps them around, yielding ""Has every country been visited by someone?""",1,,0
