bacru	x_{1} utters verbally/says/phonates/speaks [vocally makes sound] x_{2}.	- utter
kakpa	x_{1} (agent) digs x_{2} [material] up/out of x_{3} [source/hole] with limbs/tool(s) x_{4}.	- dig
kalci	x_{1} is a/the feces/excrement/dung/shit of x_{2} (animal/person); (adjective:) x_{1} is fecal (matter).	- feces
kalri	x_{1} (portal/passage/entrance-way) is open/ajar/not shut permitting passage/access to x_{2} by x_{3}.	- open; ajar
kalsa	x_{1} is chaotic/disordered in property/aspect x_{2} (ka).	- chaotic
kalte	x_{1} hunts/stalks prey/quarry/game x_{2} for purpose x_{3}.	- hunt
kamju	x_{1} is a column/pillar of material x_{2}.	- column; pillar
kamni	x_{1} (mass) is a committee with task/purpose x_{2} of body x_{3}.	- committee
kampu	x_{1} (property - ka) is common/general/universal among members of set x_{2} (complete set).	- common; universal<br>- universal; among<br>- general; universal
kanba	x_{1} is a goat/angora/[billy-goat/kid] of species/breed x_{2}.	- goat
kancu	x_{1} (agent) counts the number in set x_{2} to be x_{3} [number/count] counting [off] by units x_{4}.	- count
kandi	x_{1} is dim/dull/pale/non-intense in property x_{2} (ka) as received/measured by observer x_{3}.	- dim
kanji	x_{1} calculates/reckons/computes x_{2} [value (ni)/state] from data x_{3} by process x_{4}.	- calculate
kanla	x_{1} is a/the eye [body-part] of x_{2}; [metaphor: sensory apparatus]; (adjective:) x_{1} is ocular.	- eye
kanro	x_{1} is healthy/fit/well/in good health by standard x_{2}.	- healthy<br>- well; in good health
kansa	x_{1} is with/accompanies/is a companion of x_{2}, in state/condition/enterprise x_{3} (event/state).	- with
kantu	x_{1} is a quantum/ray/elementary particle/smallest measurable increment of property/activity x_{2}.	- quantum
kanxe	x_{1} is a conjunction, stating that x_{2} (du'u) and x_{3} (du'u) are both true.	- conjunction
karbi	x_{1} [observer] compares x_{2} with x_{3} in property x_{4} (ka), determining comparison x_{5} (state).	- compare
karce	x_{1} is a car/automobile/truck/van [a wheeled motor vehicle] for carrying x_{2}, propelled by x_{3}	- automobile<br>- car
karda	x_{1} is a card [small nearly-2-dimensional shape/form] of material x_{2}, shape x_{3}.	- card
kargu	x_{1} (object/commodity/property/event) is costly/expensive/dear to x_{2} by standard x_{3}.	- costly
karli	x_{1} is a collar/ring/belt/band around/surrounding x_{2} made of material x_{3}.	- collar
karni	x_{1} is a journal/periodical/magazine/[newspaper] with content x_{2} published by x_{3} for audience x_{4}.	- journal<br>- press; media
katna	x_{1} (tool/blade/force) cuts [through]/splits/divides x_{2} (object) into pieces x_{3}.	- cut
kavbu	x_{1} captures/catches/apprehends/seizes/nabs x_{2} with trap/restraint x_{3}.	- capture<br>- catch; seize an object
kecti	x_{1} (person) pities/feels sorry for x_{2} (person) about x_{3} (abstraction).	- pity
kelci	x_{1} [agent] plays with plaything/toy x_{2}.	- play; with a toy or object
kelvo	x_{1} is x_{2} degree(s) Kelvin [metric unit] in temperature (default is 1) by standard x_{3}.	- kelvin
kenra	x_{1} is a cancer [malignant disease] in x_{2}.	- cancer
kensa	x_{1} is outer space near/associated with celestial body/region x_{2}.	- space; area beyond atmosphere of planets<br>- outer space
kerfa	x_{1} is a/the hair/fur [body-part] of x_{2} at body location x_{3}.	- hair
kerlo	x_{1} is a/the ear [body-part] of x_{2}; [metaphor: sensory apparatus, information gathering].	- ear
ketco	x_{1} reflects South American culture/nationality/geography in aspect x_{2}.	- South American
kevna	x_{1} is a cavity/hole/hollow/cavern in x_{2}; x_{1} is concave within x_{2}; x_{2} is hollow at locus x_{1}.	- cavity<br>- hole; cavity
kicne	x_{1} cushions x_{2} with material x_{3}; x_{1} is a cushion/pillow/pad [for x_{2}] of padding material x_{3}.	- cushion
kijno	x_{1} is a quantity of/contains/is made of oxygen (O); [metaphor: supporting life/combustion].	- oxygen
kilto	x_{1} is a thousand [1000; 10^3] of x_{2} in dimension/aspect x_{3} (default is units).	- 1000
kinli	x_{1} is sharp/keen at locus x_{2}.	- sharp
kisto	x_{1} reflects Pakistani/Pashto culture/nationality/language in aspect x_{2}.	- Pakistani
klaji	x_{1} is a street/avenue/lane/drive/cul-de-sac/way/alley/[road] at x_{2} accessing x_{3}.	- street
klaku	x_{1} weeps/cries tears x_{2} about/for reason x_{3} (event/state).	- cry; weep<br>- weep
klama	x_{1} comes/goes to destination x_{2} from origin x_{3} via route x_{4} using means/vehicle x_{5}.	- come
klani	x_{1} is a quantity quantified/measured/enumerated by x_{2} (quantifier) on scale x_{3} (si'o).	- level; degree or amount<br>- amount; a total of things<br>- quantity
klesi	x_{1} (mass/si'o) is a class/category/subgroup/subset within x_{2} with defining property x_{3} (ka).	- type; class<br>- subset; class<br>- subgroup; class<br>- class<br>- category; class
klina	x_{1} (object/medium) is clear/transparent/without obstacle to in-the-clear x_{2} [transmission].	- direct; straight/constant without interruption<br>- clear
kliru	x_{1} is a quantity of/contains/is made of halogen of type x_{2} [chlorine, fluorine, iodine, etc.].	- chlorine
kliti	x_{1} is a quantity of/contains/is made of clay [moist, clammy dirt] of composition including x_{2}.	- clay
klupe	x_{1} is a screw [fastener] for purpose x_{2}, threads [pitch, material] x_{3}, frame [size, material] x_{4}.	- screw
kluza	x_{1} (obj.) is loose/bloused/not tight on x_{2} (obj.) at locus x_{3}.	- loose
kobli	x_{1} is a quantity of cabbage/lettuce/leafy vegetable of species/strain x_{2}.	- cabbage
kojna	x_{1} is a corner/point/at-least-3-dimensional [solid] angle [shape/form] in/on x_{2}, of material x_{3}.	- corner
kolme	x_{1} is a quantity of/contains/is made of coal/peat/anthracite/bitumen from source x_{2}.	- coal
komcu	x_{1} is a comb [many-needled shape] of material x_{2} with tines/needles x_{3}.	- comb
konju	x_{1} is a cone [shape/form] of material x_{2} with vertex x_{3}.	- cone
korbi	x_{1} is an edge/margin/border/curb/boundary of x_{2} next-to/bordering-on x_{3}.	- edge
korcu	(adjective:) x_{1} is bent/crooked/not straight or direct/[twisted]/folded.	- crooked; bent<br>- bent; not straight
korka	x_{1} is a quantity of/contains/is made of cork/bark from tree/species x_{2}; [material].	- cork
kosta	x_{1} is a coat/jacket/sweater/cloak/[cape/shawl/pullover] [extra outer garment] of material x_{2}.	- jacket; garment worn on the upper body outside a shirt/blouse<br>- coat
kramu	x_{1} is x_{2} local area unit(s) [non-metric] (default 1) by standard x_{3}, x_{4} subunits.	- acre
krasi	x_{1} (site/event) is a source/start/beginning/origin of x_{2} (object/event/process).	- source<br>- origin; source
krati	x_{1} represents/is an agent/proxy/stands-in for [absent] x_{2} in matter(s)/function(s) x_{3}.	- represent
krefu	x_{1} (event) is the x_{3}'rd recurrence/repetition of x_{2} (abstract); x_{2} happens again in [form] x_{1}.	- recur
krici	x_{1} believes [regardless of evidence/proof] belief/creed x_{2} (du'u) is true/assumed about subject x_{3}.	- believe<br>- faith; to have faith
krili	x_{1} is a quantity of/contains/is made of crystal of composition x_{2} in form/arrangement x_{3}.	- crystal
krinu	x_{1} (event/state) is a reason/justification/explanation for/causing/permitting x_{2} (event/state).	- reason
krixa	x_{1} cries out/yells/howls sound x_{2}; x_{1} is a crier.	- cry out
kruca	x_{1} intersects/crosses/traverses x_{2} at locus x_{3}.	- cross; intersect<br>- intersect
kruji	x_{1} is made of/contains/is a quantity of cream/emulsion/puree [consistency] of composition x_{2}.	- cream
kruvi	x_{1} is a curve/turn/bend in x_{2}, at locus x_{3}, and defined by set of points/properties x_{4}.	- curve
kubli	x_{1} is a cube/regular polyhedron/polygon of dimensions x_{2} (def. 3), surfaces/sides x_{3} (def. 6).	- cube
kucli	x_{1} is curious/wonders about/is interested in/[inquisitive about] x_{2} (object/abstract).	- curious
kufra	x_{1} feels comfort/is comfortable with conditions/environmental property(ies) x_{2}.	- comfort
kukte	x_{1} is delicious/tasty/delightful to observer/sense x_{2} [person, or sensory activity].	- delicious
kulnu	x_{1} [mass of ideas, customs, skills, arts] is culture of nation/ethos x_{2} (mass); x_{1} is ethnic.	- culture
kumfa	x_{1} is a room of/in structure x_{2} surrounded by partitions/walls/ceiling/floor x_{3} (mass/jo'u).	- room
kumte	x_{1} is a camel/llama/alpaca/vicuna/dromedary of species/breed x_{2}.	- camel
kunra	x_{1} is/contains/is made from a mineral/ore of type/metal x_{2} mined from location/lode/mine x_{3}.	- mineral
kunti	x_{1} [container] is empty/vacant of x_{2} [material]; x_{1} is hollow.	- vacant; empty<br>- empty
kurfa	x_{1} is a right-angled shape/form defined by set of vertices x_{2}, dimensions x_{3} (default 2).	- square; four sided shape
kurji	x_{1} takes-care-of/looks after/attends to/provides for/is caretaker for x_{2} (object/event/person).	- take care of
kurki	x_{1} is bitter/acrid/sharply disagreeable to observer/sense x_{2}.	- bitter
kuspe	x_{1} ranges/extends/spans/persists/reaches across/over interval/gap/area/scope/extent/range x_{2}.	- range<br>- reach; touch by virtue of extent
kusru	x_{1} (person) is cruel/mean/unkind to victim x_{2}.	- cruel
labno	x_{1} is a wolf/lupine of species/breed x_{2}.	- wolf
lacpu	x_{1} pulls/tugs/draws/drags x_{2} by handle/at locus x_{3}.	- pull; to draw or tug at with force
lacri	x_{1} relies/depends/counts on/trusts x_{2} to bring about/ensure/maintain x_{3} (event/state).	- dependent; relying upon<br>- rely<br>- depend; rely
ladru	x_{1} is made of/contains/is a quantity of milk from source x_{2}; (adjective:) x_{1} is lactic/dairy.	- milk
lafti	x_{1} (force) lifts/applies raising/supporting force to x_{2} at locus x_{3} in gravity well x_{4}.	- lift
lakne	x_{1} (event/state/property) is probable/likely under conditions x_{2}.	- probable<br>- likely; probable
lakse	x_{1} is quantity of wax [substance especially soft/moldable when warm] from source x_{2}.	- wax
lalxu	x_{1} is a lake/lagoon/pool at site/within land mass x_{2}.	- lake
lamji	x_{1} is adjacent/beside/next to/in contact with x_{2} in property/sequence x_{3} in direction x_{4}.	- adjacent<br>- immediate; adjacent
lanbi	x_{1} is a quantity of protein/albumin of type x_{2} composed of amino acids (sequence/jo'u) x_{3} .	- protein
lanci	x_{1} is a flag/banner/standard of/symbolizing x_{2} with pattern(s) x_{3} on material x_{4}.	- flag
lanka	x_{1} is a basket with contents x_{2}, woven from material x_{3}.	- basket
lanli	x_{1} analyzes/examines-in-detail x_{2} by method/technique/system x_{3} [process/activity].	- analyze<br>- examine; analyze
lanme	x_{1} is a sheep/[lamb/ewe/ram] of species/breed x_{2} of flock x_{3}.	- sheep
lante	x_{1} is a can/tightly sealed/pre-sealed container for perishable contents x_{2}, made of x_{3}.	- can
lanxe	x_{1} is in balance/equilibrium under forces x_{2} (mass).	- balance
lanzu	x_{1} (mass) is a family with members including x_{2} bonded/tied/joined according to standard x_{3}.	- family
larcu	x_{1} (process) is an art [creative application] of craft/skill x_{2} (idea/activity).	- art
lasna	x_{1} (agent) fastens/connects/attaches/binds/lashes x_{2} to x_{3} with fastener x_{4}.	- fix; fasten<br>- fasten
lastu	x_{1} is a quantity of/contains/is made of brass [copper/zinc alloy] of composition including x_{2}.	- brass
latmo	x_{1} reflects Latin/Roman/Romance culture/empire/language in aspect x_{2}.	- Latin
latna	x_{1} is a lotus, plant/flower/herb of species/strain x_{2} symbolizing x_{3} to culture/religion x_{4}.	- lotus
lazni	x_{1} (person) is lazy/avoiding work/effort concerning action x_{2}.	- lazy
lebna	x_{1} takes/gets/gains/obtains/seizes/[removes] x_{2} (object/property) from x_{3} (possessor).	- gain; get<br>- take
lenjo	x_{1} is a lens/glass [focussing shape/form] focussing x_{2} to focus/foci x_{3} by means/material x_{4}.	- lens
lenku	x_{1} is cold/cool by standard x_{2}.	- cold
lerci	x_{1} (event) is late by standard x_{2}.	- late
lerfu	x_{1} (la'e zo BY/word-bu) is a letter/digit/symbol in alphabet/character-set x_{2} representing x_{3}.	- letter; letteral<br>- character; letteral<br>- letteral
libjo	x_{1} reflects Libyan culture/nationality in aspect x_{2}.	- Libyan
lidne	x_{1} precedes/leads x_{2} in sequence x_{3}; x_{1} is former/preceding/previous; x_{2} is latter/following.	- lead; precede<br>- precede; in sequence
lifri	x_{1} [person/passive/state] undergoes/experiences x_{2} (event/experience); x_{2} happens to x_{1}.	- face; deal with<br>- experience
lijda	x_{1} is a religion of believers including x_{2} sharing common beliefs/practices/tenets including x_{3}.	- religion
limna	x_{1} (agent) swims in fluid x_{2}.	- swim
lindi	x_{1} is lightning/electrical arc/thunderbolt striking at/extending to x_{2} from x_{3}.	- lightning
linji	x_{1} is a line/among lines [1-dimensional shape/form] defined by set of points x_{2}.	- line; mathematical
linsi	x_{1} is a length of chain/links of material x_{2} with link properties x_{3}.	- chain
linto	x_{1} is light in mass/weight by standard x_{2}.	- lightweight
lisri	x_{1} is a story/tale/yarn/narrative about plot/subject/moral x_{2} by storyteller x_{3} to audience x_{4}.	- story
liste	x_{1} (physical object) is a list/catalog/register of sequence/set x_{2} in order x_{3} in medium x_{4}.	- list
litce	x_{1} is x_{2} liter(s) [metric unit] in volume (default is 1) by standard x_{3}.	- liter
litki	x_{1} is liquid/fluid, of composition/material including x_{2}, under conditions x_{3}.	- liquid
litru	x_{1} travels/journeys/goes/moves via route x_{2} using means/vehicle x_{3}; x_{1} is a traveller.	- travel
livga	x_{1} is a/the liver [body-part] of x_{2}.	- liver
livla	x_{1} is a fuel/energy-source for powering x_{2}.	- fuel
logji	x_{1} [rules/methods] is a logic for deducing/concluding/inferring/reasoning to/about x_{2} (du'u).	- logic
lojbo	x_{1} reflects [Loglandic]/Lojbanic language/culture/nationality/community in aspect x_{2}.	- Lojbanic
loldi	x_{1} is a floor/bottom/ground of x_{2}.	- bottom; ground<br>- floor
lorxu	x_{1} is a fox [bushy-tailed wild dog/canine] of species/breed x_{2}.	- fox
lubno	x_{1} reflects Lebanese culture/nationality in aspect x_{2}.	- Lebanese
lujvo	x_{1} (text) is a compound predicate word with meaning x_{2} and arguments x_{3} built from metaphor x_{4}.	- affix compound
lumci	x_{1} (agent) washes/cleanses x_{2} of soil/contaminant x_{3} in/with cleaning material(s) x_{4}.	- wash
lunbe	x_{1} is bare/naked/nude; x_{1} is without cover/clothes/[protection].	- bare<br>- naked
lunra	x_{1} is Earth's moon (default); x_{1} is a major natural satellite/moon of planet x_{2}.	- lunar<br>- Moon
lunsa	x_{1} condenses/liquefies on/into x_{2} at temperature x_{3}, pressure x_{4}; x_{1} is dew/condensate on x_{2}.	- condense
mabla	x_1 is execrable/deplorable/wretched/shitty/awful/rotten/miserable/contemptible/crappy/inferior/low-quality in property x_2 by standard x_3; x_1 stinks/sucks in aspect x_2 according to x_3.	- execrable; very bad
mabru	x_{1} is a mammal/'animal'/beast of species x_{2}.	- mammal
macnu	x_{1} (event/action/process) is manual [not automatic] in function x_{2} under conditions x_{3}.	- manual; requiring sentient intervention
makcu	x_{1} is mature/ripe/fully-grown/adult in development-quality x_{2} (ka).	- mature
makfa	x_{1} is magic/supernatural/sorcery/witchcraft/wizardry to x_{2}, performed by person/force/deity x_{3}.	- magic
maksi	x_{1} is magnetic [adjective] producing magnetic field x_{2}.	- magnet
malsi	x_{1} is a temple/church/sanctuary/synagogue/shrine of religion x_{2} at location/serving area x_{3}.	- temple; place built for a divine
mamta	x_{1} is a mother of x_{2}; x_{1} bears/mothers/acts maternally toward x_{2}; [not necessarily biological].	- mother
manci	x_{1} feels wonder/awe/marvels about x_{2}.	- wonder; feeling awe
manfo	x_{1} (object/event) is uniform/homogeneous in property x_{2} (ka).	- uniform
manku	x_{1} is dark/lacking in illumination.	- dark
manri	x_{1} is a frame of reference/standard for observing/measuring/determining x_{2}, with/by rules x_{3}.	- reference
mansa	x_{1} satisfies evaluator x_{2} in property (ka)/state x_{3}.	- satisfy
manti	x_{1} is an ant of species/breed x_{2}.	- ant
mapku	x_{1} is a cap/hat/crown/helmet/piece of headgear [head-top garment] of material x_{2}.	- cap
mapni	x_{1} is a quantity of/contains/is made of cotton [type of fabric/material].	- cotton
mapti	x_{1} fits/matches/suits/is compatible/appropriate/corresponds to/with x_{2} in property/aspect x_{3}.	- proper; fit<br>- match; fit<br>- fit
marbi	x_{1} is a shelter/haven/refuge/retreat/harbor for/protecting x_{2} from danger/threat x_{3}.	- shelter
marce	x_{1} is a vehicle/mode of transport carrying x_{2} in/on surface/medium x_{3}, propelled by x_{4}.	- vehicle
marde	x_{1} are the ethics/morals/moral standards/ethical standards of x_{2} (ind./mass) about situation x_{3}.	- morals
margu	x_{1} is a quantity of/contains/made of mercury/quicksilver; [metaphor: fluid metal; temperature].	- mercury
marji	x_{1} is material/stuff/matter of type/composition including x_{2} in shape/form x_{3}.	- material<br>- matter; material
marna	x_{1} is a quantity of hemp/marijuana/jute of species/strain x_{2}.	- hemp
marxa	x_{1} [force] mashes/crushes/squashes/smashes x_{2} into pulp/mash/crumbs/deformed mass x_{3}.	- mash
masno	x_{1} is slow/sluggish at doing/being/bringing about x_{2} (event/state).	- slow
masti	x_{1} is x_{2} months in duration (default is 1 month) by month standard x_{3}.	- month
matci	x_{1} is a mat/pad/mattress/pallet [flat, soft, dense form] of material x_{2}.	- mat
matli	x_{1} is a quantity of/contains/is made of linen/flax [type of fabric/material].	- linen
matne	x_{1} is a quantity of/contains butter/oleo/margarine/shortening from source x_{2}.	- butter
matra	x_{1} is a motor/engine, driving/propelling/providing power to x_{2}.	- engine<br>- motor
mavji	x_{1} is a quantity of oats [grain] of species/strain x_{2}.	- oats
maxri	x_{1} is a quantity of wheat [grain] of species/strain x_{2}.	- wheat
mebri	x_{1} is a/the brow/forehead [projecting flat/smooth head/body-part] of x_{2}.	- brow<br>- forehead
megdo	x_{1} is a million [10^6] of x_{2} in dimension/aspect x_{3} (default is units).	- 1E6
mekso	x_{1} [quantifier/expression] is a mathematical expression interpreted under rules/convention x_{2}.	- MEX
melbi	x_{1} is beautiful/pleasant to x_{2} in aspect x_{3} (ka) by aesthetic standard x_{4}.	- gorgeous<br>- beautiful<br>- handsome
meljo	x_{1} reflects Malaysian/Malay culture/nationality/language in aspect x_{2}.	- Malaysian
menli	x_{1} is a mind/intellect/psyche/mentality/[consciousness] of body x_{2}.	- mind
mensi	x_{1} is a sister of/sororal to x_{2} by bond/tie/standard/parent(s) x_{3}; [not necessarily biological].	- sister
mentu	x_{1} is x_{2} minutes in duration (default is 1 minute) by standard x_{3}.	- minute
merko	x_{1} pertains to USA/American culture/nationality/dialect in aspect x_{2}.	- USA<br>- American; U.S.<br>- U.S.
merli	x_{1} (agent) measures/evaluates x_{2} [quantity] as x_{3} units on scale x_{4} (si'o), with accuracy x_{5}.	- measure
mexno	x_{1} reflects Mexican culture/nationality in aspect x_{2}.	- Mexican
midju	x_{1} is in/at the middle/center/midpoint/[is a focus] of x_{2}; (adjective:) x_{1} is central.	- center; middle<br>- middle
mifra	x_{1} is encoded/cipher text of plain-text x_{2} by code/coding system x_{3}; x_{1} is in code; x_{3} is a code.	- code
mikce	x_{1} doctors/treats/nurses/[cures]/is physician/midwife to x_{2} for ailment x_{3} by treatment/cure x_{4}.	- doctor
mikri	x_{1} is a millionth [10^{-6}] of x_{2} in dimension/aspect x_{3} (default is units).	- micro; latin prefix<br>- 1E-6
milti	x_{1} is a thousandth [1/1000; 10^{-3}] of x_{2} in dimension/aspect x_{3} (default is units).	- .001
milxe	x_{1} is mild/non-extreme/gentle/middling/somewhat in property x_{2} (ka); x_{1} is not very x_{2}.	- mild
minde	x_{1} issues commands/orders to x_{2} for result x_{3} (event/state) to happen; x_{3} is commanded to occur.	- command; an action<br>- order; issue a command
minji	x_{1} is a machine for use/function x_{2}; [automated apparatus, without direct function control].	- machine
minli	x_{1} is x_{2} (default 1) long local distance unit(s) [non-metric], x_{3} subunits, standard x_{4}.	- mile
minra	x_{1} reflects/mirrors/echoes x_{2} [object/radiation] to observer/point x_{3} as x_{4}; x_{2} bounces on x_{1}.	- reflect
mintu	x_{1} is the same/identical thing as x_{2} by standard x_{3}; (x_{1} and x_{2} interchangeable).	- same
mipri	x_{1} keeps x_{2} secret/hidden from x_{3} by method x_{4}; x_{2} is a secret; x_{1} hides/conceals x_{2}.	- secret
mirli	x_{1} is a deer/elk/moose/[hart/stag/doe] of species/breed x_{2}.	- deer
misno	x_{1} (person/object/event) is famous/renowned/is a celebrity among community of persons x_{2} (mass).	- famous
misro	x_{1} reflects Egyptian culture/nationality in aspect x_{2}.	- Egyptian
mitre	x_{1} is x_{2} meter(s) [metric unit] in length (default 1) measured in direction x_{3} by standard x_{4}.	- meter
mixre	x_{1} (mass) is a mixture/blend/colloid/commingling with ingredients including x_{2}.	- mixture
mlana	x_{1} is to the side of/lateral to x_{2} and facing x_{3} from point of view/in-frame-of-reference x_{4}.	- side; directional
mlatu	x_{1} is a cat/[puss/pussy/kitten] [feline animal] of species/breed x_{2}; (adjective:) x_{1} is feline.	- cat
mleca	x_{1} is less than x_{2} in property/quantity x_{3} (ka/ni) by amount x_{4}.	- less
mledi	x_{1} is a mold/fungus/mushrooms/truffles of species/strain x_{2} parasitic/growing on x_{3}.	- mold
mluni	x_{1} is a satellite/moon orbiting x_{2} with characteristics x_{3}, orbital parameters x_{4}.	- satellite<br>- moon; satellite
mokca	x_{1} is a point/instant/moment [0-dimensional shape/form] in/on/at time/place x_{2}.	- point; vertex
moklu	x_{1} is a/the mouth/oral cavity [body-part] of x_{2}; (metaphor: entrance/intake for consumption).	- mouth
molki	x_{1} is a mill/foundry/industrial plant/[assembly line] performing process x_{2}.	- mill
molro	x_{1} is x_{2} mole(s) [metric unit] in substance (default is 1) by standard x_{3}.	- mole
morji	x_{1} remembers/recalls/recollects fact(s)/memory x_{2} (du'u) about subject x_{3}.	- remember
morko	x_{1} reflects Moroccan culture/nationality in aspect x_{2}.	- Moroccan
morna	x_{1} is/reflects/represents a pattern of forms/events x_{2} arranged according to structure x_{3}.	- pattern
morsi	x_{1} is dead/has ceased to be alive.	- dead
mosra	x_{1} is friction [force opposing motion] due to contact/rubbing between x_{2} and x_{3}; (fe) x_{2} rubs x_{3}.	- friction
mraji	x_{1} is a quantity of rye [grain] of species/strain x_{2}.	- rye
mrilu	x_{1} mails/posts [transfer via intermediary service] x_{2} to recipient address x_{3} from mailbox/post office/sender address x_{4} by carrier/network/system x_{5}.	- mail; send mail<br>- post; send mail
mruli	x_{1} [tool] is a hammer for/hammers x_{2} [target] consisting of weight/head x_{3} propelled by x_{4}.	- hammer
mucti	x_{1} is immaterial/not physical/without material form.	- immaterial
mudri	x_{1} is a quantity of/is made of/contains wood/lumber from tree(s) of type/species x_{2}.	- wood; the material
mukti	x_{1} (action/event/state) motivates/is a motive/incentive for action/event x_{2}, per volition of x_{3}.	- motive
mulno	x_{1} (event) is complete/done/finished; x_{1} (object) has become whole in property x_{2} by standard x_{3}.	- perfected; finished<br>- finished<br>- complete; finished<br>- fully; completely<br>- wholly<br>- done; finished<br>- entirely<br>- entire
munje	x_{1} is a universe/cosmos [complete and ordered entirety] of domain/sphere x_{2} defined by rules x_{3}.	- universe
mupli	x_{1} is an example/sample/specimen/instance/case/illustration of common property(s) x_{2} of set x_{3}.	- sample; specimen<br>- example
murse	x_{1} is the [astronomical] twilight/dawn/dusk/half-light/glimmering of day x_{2} at location x_{3}.	- glimmering
murta	x_{1} is a curtain/blinds/drapes for covering/obscuring aperture x_{2}, and made of material x_{3}.	- curtain
muslo	x_{1} pertains to the Islamic/Moslem/Koranic [Quranic] culture/religion/nation in aspect x_{2}.	- Islamic<br>- Muslim<br>- Moslem<br>- Quranic<br>- Koranic
mutce	x_{1} is much/extreme in property x_{2} (ka), towards x_{3} extreme/direction; x_{1} is, in x_{2}, very x_{3}.	- extreme; in the greatest degree<br>- very; to a great extent<br>- much
muvdu	x_{1} (object) moves to destination/receiver x_{2} [away] from origin x_{3} over path/route x_{4}.	- move; non-agentive
muzga	x_{1} is a museum for preserving [and possibly exhibiting] x_{2} at location x_{3}.	- museum
nabmi	x_{1} (event/state) is a problem to/encountered by x_{2} in situation/task/inquiry x_{3}.	- problem
nakni	x_{1} is a male/buck of species x_{2} evidencing masculine trait(s) x_{3} (ka); x_{1} is masculine.	- male
nalci	x_{1} is a/the wing [body-part] of x_{2}; [metaphor: lateral supporting surface].	- wing
namcu	x_{1} (li) is a number/quantifier/digit/value/figure (noun); refers to the value and not the symbol.	- number; a quantity
nanba	x_{1} is a quantity of/contains bread [leavened or unleavened] made from grains x_{2}.	- bread
nanca	x_{1} is x_{2} years in duration (default is 1 year) by standard x_{3}; (adjective:) x_{1} is annual.	- year
nandu	x_{1} is difficult/hard/challenging for x_{2} under conditions x_{3}; x_{1} challenges (non-agentive) x_{2}.	- hard; difficult<br>- difficult
nanla	x_{1} is a boy/lad [young male person] of age x_{2} immature by standard x_{3}.	- boy
nanmu	x_{1} is a man/men; x_{1} is a male humanoid person [not necessarily adult].	- man
nanvi	x_{1} is a billionth/thousand-millionth [10^{-9}] of x_{2} in dimension/aspect x_{3} (default is units).	- nano<br>- 1E-9
narge	x_{1} is a nut [body-part: hard-shelled fruit] from plant/species x_{2} with shell x_{3} and kernel x_{4}.	- nut
narju	x_{1} is orange [color adjective].	- orange; the colour
natfe	x_{1} (du'u) contradicts/denies/refutes/negates x_{2} (du'u) under rules/logic x_{3}.	- contradict; negate<br>- refute; negate<br>- deny
natmi	x_{1} is a nation/ethnic group of peoples x_{2}; [people sharing a history/culture].	- nation
navni	x_1 is a quantity of/contains/is made of noble gas of type x_2 [helium/neon/argon/krypton/xenon/radon].	- neon<br>- noble gas
naxle	x_{1} is a canal/channel to x_{2} from x_{3} with route x_{4}.	- canal
nazbi	x_{1} is the nose [body-part] of x_{2} with nostril(s)/nasal passage(s) x_{3}; [metaphor: protrusion].	- nose
nejni	x_{1} is energy of type x_{2} in form x_{3}.	- energy
nelci	x_{1} is fond of/likes/has a taste for x_{2} (object/state).	- like; be fond of<br>- fond
nenri	x_{1} is in/inside/within x_{2}; x_{1} is on the inside/interior of x_{2} [totally within the bounds of x_{2}].	- in
nibli	x_{1} logically necessitates/entails/implies action/event/state x_{2} under rules/logic system x_{3}.	- necessitate
nicte	x_{1} is a nighttime of day x_{2} at location x_{3}; (adjective:) x_{1} is at night/nocturnal.	- night
nikle	x_{1} is made of/contains/is a quantity of nickel/other metal resistant to oxidation.	- nickel
nilce	x_{1} [furniture items] furnishes x_{2} [location] serving purpose/function x_{3}.	- furniture
nimre	x_{1} is a quantity of citrus [fruit/tree, etc.] of species/strain x_{2}.	- citrus
ninmu	x_{1} is a woman/women; x_{1} is a female humanoid person [not necessarily adult].	- woman
nirna	x_{1} is a nerve/neuron [body-part] of x_{2}; [metaphor: information/control network connection].	- nerve
nitcu	x_{1} needs/requires/is dependent on/[wants] necessity x_{2} for purpose/action/stage of process x_{3}.	- need
nivji	x_{1} (agent) knits x_{2} [cloth/object] from yarn/thread x_{3}.	- knit
nixli	x_{1} is a girl [young female person] of age x_{2} immature by standard x_{3}.	- girl
nobli	x_{1} is noble/aristocratic/elite/high-born/titled in/under culture/society/standard x_{2}.	- noble
notci	x_{1} is a message/notice/memorandum about subject x_{2} from author x_{3} to intended audience x_{4}.	- message
nukni	x_{1} is magenta/fuchsia/purplish-red [color adjective].	- magenta
nupre	x_{1} (agent) promises/commits/assures/threatens x_{2} (event/state) to x_{3} [beneficiary/victim].	- promise; commit to something
nurma	x_{1} is a rural/rustic/pastoral area of x_{2}; x_{1} is in the country.	- rural
nutli	x_{1} is neutral/not taking sides/medial/not towards any extreme on scale/in dissension x_{2}.	- neutral
nuzba	x_{1} (du'u) is news/tidings/new information about subject x_{2} from source x_{3}, to observer x_{4}.	- news
pacna	x_{1} hopes/wishes for/desires x_{2} (event), expected likelihood x_{3} (0-1); x_{1} hopes that x_{2} happens.	- wish; hope, expect
pagbu	x_{1} is a part/component/piece/portion/segment of x_{2} [where x_{2} is a whole/mass]; x_{2} is partly x_{1}.	- part
